ST,INSTRUMENT_ID,QUESTION,ANSWER_ID,ANSWER_TEXT,ESTIMATE_PERCENTAGE,SE
IL,18,"Since March 13, 2020, has there been an increase in this business's use of online platforms to offer goods or services?",2,No,29.00%,1.16%
IL,18,"Since March 13, 2020, has there been an increase in this business's use of online platforms to offer goods or services?",3,This business does not use online platforms to offer goods or services.,45.30%,1.64%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",1,Obtain financial assistance or additional capital,32.10%,1.75%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",2,Identify new supply chain options,15.60%,1.69%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",3,Develop online sales or websites,12.40%,0.85%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",4,Increase marketing or sales,37.30%,1.74%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",5,Learn how to better provide for the safety of customers and employees,21.10%,1.66%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",6,Identify and hire new employees,21.90%,0.90%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",7,Permanently close this business,4.60%,0.78%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",8,None of the above,31.50%,1.68%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations relative to one year ago?",2,2-3 months,4.30%,0.87%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations relative to one year ago?",3,4-6 months,14.10%,1.19%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations relative to one year ago?",4,More than 6 months,51.80%,1.42%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations relative to one year ago?",5,I do not believe this business will return to its normal level of operations.,8.60%,1.56%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations relative to one year ago?",7,There has been little or no effect on this business's normal level of operations.,10.80%,1.44%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations relative to one year ago?",8,This business has returned to its normal level of operations.,8.60%,0.74%
IL,2,"Overall, how has this business been affected by the Coronavirus pandemic?",1,Large negative effect,34.10%,1.68%
IL,2,"Overall, how has this business been affected by the Coronavirus pandemic?",2,Moderate negative effect,44.20%,2.20%
IL,2,"Overall, how has this business been affected by the Coronavirus pandemic?",3,Little or no effect,14.90%,1.36%
IL,2,"Overall, how has this business been affected by the Coronavirus pandemic?",4,Moderate positive effect,5.50%,1.14%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",1,$0 - $500,4.70%,0.59%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",2,"$501 - $2,500",2.30%,0.42%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",3,"$2,501 - $5,000",4.50%,0.72%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",4,"$5,001 - $15,000",11.20%,1.65%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",5,"$15,001 - $50,000",15.60%,1.24%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",6,"$50,001 - $125,000",19.50%,1.34%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",7,"$125,001 - $200,000",9.20%,0.71%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",8,"$200,001 - $500,000",12.80%,1.47%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",9,"$500,001 or more",11.80%,1.21%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",10,Don't know,8.30%,1.22%
IL,4,"In the last week, did this business have a change in operating revenues/sales/receipts, not including any financial assistance or loans?",1,"Yes, increased",7.20%,0.68%
IL,4,"In the last week, did this business have a change in operating revenues/sales/receipts, not including any financial assistance or loans?",2,"Yes, decreased",40.60%,2.25%
IL,4,"In the last week, did this business have a change in operating revenues/sales/receipts, not including any financial assistance or loans?",3,No change,52.30%,2.24%
IL,5,"In the last week, did this business do any of the following?",2,Temporarily close a location,4.00%,0.96%
